Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label,Industry,Scale
物联网部署工程师,1.5-1.8万,1年及以上,嘉兴·嘉善县,本科,"['施工', '调试', '竣工验收', '安装调试', '计算机网络', 'http', '技术指导', 'tcp', '系统集成', '设计交底', '五险一金', '员工旅游', '餐饮补贴', '年终奖金', '绩效奖金', '定期体检']",['制药/生物工程'],['150-500人']
物联网产品客户经理（新疆区域）,5千-1万,无需经验,郑州·高新区,大专,"['五险一金', '免费班车', '员工旅游', '绩效奖金', '定期体检', '专业培训', '补充医疗保险', '年终奖金', '股票期权']",['电子技术/半导体/集成电路'],['500-1000人']
物联网计量检定员,8-10万/年,无需经验,无锡,本科,"['计算机', '软件', '电子信息', '物联网', '传感器', '网络管理', '计量', '检验检测', '测试技术', '认证认可', '周末双休', '带薪年假', '五险一金', '专业培训', '节日福利']",['检测，认证'],['150-500人']
交付运维部负责人（物联网+AI+新能源）,2.5-3.5万,5年及以上,深圳·罗湖区,本科,"['周末双休', '弹性工作', '带薪年假', '五险一金', '绩效奖金', '加班补贴', '节日福利']",['互联网/电子商务'],['150-500人']
物联网平台项目交付经理,9千-1.8万,3年及以上,广州,本科,"['计算机', '通信', '研发', '理工', '物联网平台', '问题闭环', '落地统筹', '五险一金', '餐饮补贴', '定期体检', '年终奖金']",['通信/电信运营、增值服务'],['10000人以上']
高级物联网工程师（高级JAVA）,1.5-2.5万,5年及以上,上海·浦东新区,大专,"['五险一金', '扁平化管理']",['计算机软件'],['少于50人']
物联网和人工智能的渔业应用科研岗,1.5-1.8万,无需经验,上海·杨浦区,博士,"['计算机', '水产养殖', '捕捞学', '模型研发', '渔业资源', '电子信息', '自动化', '通信工程', '机械', '水产', '绩效奖金', '补充公积金', '定期体检', '交通补贴', '五险一金', '高温补贴', '餐饮补贴', '通讯补贴', '专业培训', '差旅补贴']",['农/林/牧/渔'],['150-500人']
物联网工程师,2.5-3万,5年及以上,上海·闵行区,本科,"['解决方案', 'linux', 'plc', '物联网', '五险一金', '通讯补贴', '年终奖金', '餐饮补贴', '专业培训']",['电子技术/半导体/集成电路'],['1000-5000人']
项目经理（物联网）,1.5-2.2万,5年及以上,深圳·罗湖区,大专,"['计算机', '数据库', '项目管理', 'redis', '调试', '团队管理', '通信', 'windows', '网络', 'kafka', '周末双休', '弹性工作', '带薪年假', '五险一金', '绩效奖金', '加班补贴', '节日福利']",['互联网/电子商务'],['150-500人']
嵌入式开发工程师（物联网）,8千-1.1万,1年,武汉·东湖新技术产业开发区,大专,"['c++', '物联网', '通信协议', '五险一金', '交通补贴', '餐饮补贴']",['计算机软件'],['150-500人']
销售工程师（物联网） (MJ000639),1-1.8万·13薪,2年,北京·海淀区,,"['五险一金', '绩效奖金', '节日福利', '专业培训', '交通补贴', '高温补贴', '年终奖金', '定期体检', '员工旅游']",['电子技术/半导体/集成电路'],['500-1000人']
销售经理（物联网）,1-1.8万,5-7年,深圳,大专,"['销售', '计算机', '电子', '市场营销', '自动化', '渠道销售', '销售工程师', '安防行业', '拓展销售渠道', '智能建筑', '五险一金', '员工旅游', '专业培训', '绩效奖金', '股票期权', '定期体检']",['计算机服务(系统、数据服务、维修)'],['1000-5000人']
"销售代表（冷链，智慧物流, GPS定位物联网方向）",1.5-3万,1年,上海·浦东新区,大专,['五险一金'],['通信/电信/网络设备'],['少于50人']
软件测试工程师（iot/物联网）,7千-1.4万,1-3年,深圳·南山区,大专,"['功能测试', '软件测试', '性能测试', 'app', '自动化测试', '产品测试', '物联网', 'iot', '智能家居', '智能照明', '五险一金', '补充医疗保险', '员工旅游', '定期体检', '包吃住']",['电子技术/半导体/集成电路'],['150-500人']
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,云南省,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']",['通信/电信/网络设备'],['50-150人']
物联网实施工程师,4-6千,1年及以上,武汉·东湖新技术产业开发区,大专,"['电子', '验收', '现场施工', '施工日志', '通信', '运维', '驾驶证', '设备安装', '土建施工', '设备安装调试', '五险一金', '弹性工作', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴']",['计算机软件'],['150-500人']
初级测试工程师-物联网,5千-1万·14薪,2年,福州·马尾区,本科,"['测试', '软件测试', 'bug', 'http', 'tcp', 'app', '物联网', '五险一金', '员工旅游', '专业培训', '免费班车', '通讯补贴', '年终奖金']",['电子技术/半导体/集成电路'],['150-500人']
智慧水利物联网运营工程师,5千-1万,2年,广州·天河区,本科,"['物联网', '数据治理', '数据仓库', '数据分析', '平台运营', '五险一金', '绩效奖金', '年终奖金', '定期体检']",['通信/电信运营、增值服务'],['10000人以上']
实施工程师（售前方向）,7-9千·13薪,2年及以上,广州·黄埔区,本科,"['计算机', '项目实施', '方案设计', '服装行业', 'rfid', '售前技术支持', '系统集成方案', '现场实施', '零售', '产品选型', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检', '周末双休']",['计算机软件'],['50-150人']
物联网解决方案岗-FMCS（成都）(J43352),2-4万,5年及以上,成都,大专,"['FMCS', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']",['电子技术/半导体/集成电路'],['10000人以上']
智慧水利物联网运营工程师,5千-1万,2年,广州·天河区,本科,"['物联网', '数据治理', '数据仓库', '数据分析', '平台运营', '五险一金', '绩效奖金', '年终奖金', '定期体检']",['通信/电信运营、增值服务'],['10000人以上']
实施工程师（售前方向）,7-9千·13薪,2年及以上,广州·黄埔区,本科,"['计算机', '项目实施', '方案设计', '服装行业', 'rfid', '售前技术支持', '系统集成方案', '现场实施', '零售', '产品选型', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检', '周末双休']",['计算机软件'],['50-150人']
物联网运维工程师,6-8千,1年,武汉·东湖新技术产业开发区,本科,"['五险一金', '意外险', '交通补贴', '餐饮补贴', '绩效奖金', '年终奖金', '带薪年假', '节日福利', '出差补贴', '弹性工作时间']",['计算机软件'],['150-500人']
初级测试工程师-物联网,5千-1万·14薪,2年,福州·马尾区,本科,"['测试', '软件测试', 'bug', 'http', 'tcp', 'app', '物联网', '五险一金', '员工旅游', '专业培训', '免费班车', '通讯补贴', '年终奖金']",['电子技术/半导体/集成电路'],['150-500人']
软件测试工程师（iot/物联网）,7千-1.4万,1-3年,深圳·南山区,大专,"['功能测试', '软件测试', '性能测试', 'app', '自动化测试', '产品测试', '物联网', 'iot', '智能家居', '智能照明', '五险一金', '补充医疗保险', '员工旅游', '定期体检', '包吃住']",['电子技术/半导体/集成电路'],['150-500人']
全栈工程师（物联网方向）,1-2万·13薪,5-7年,中山,大专,"['员工旅游', '年终奖金', '补充医疗保险', '专业培训', '绩效奖金', '定期体检']",['计算机软件'],['50-150人']
物联网实施工程师,4-6千,1年及以上,武汉·东湖新技术产业开发区,大专,"['电子', '验收', '现场施工', '施工日志', '通信', '运维', '驾驶证', '设备安装', '土建施工', '设备安装调试', '五险一金', '弹性工作', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴']",['计算机软件'],['150-500人']
物联网销售经理,7千-1.3万,1年及以上,深圳,大专,"['五险一金', '员工旅游', '专业培训', '年终奖金', '带薪年假', '五天八小时']",['计算机软件'],['']
物联网解决方案岗-半导体晶圆/化合物半导体(J42723),2.5-5万,10年及以上,成都,本科,"['解决方案', '半导体晶圆', '化合物半导体', 'cim', 'mes', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']",['电子技术/半导体/集成电路'],['10000人以上']
物联网工程师,8千-1.6万,3-5年,连云港,本科,"['计算机', 'mes', '工业机器人', '物联网', 'mes系统', '数字化转型', '实施运维', '物联网技术', '机器手臂', '立体仓库', '周末双休', '五险一金', '带薪年假', '免费班车', '绩效奖金', '节日福利', '专业培训', '通讯补贴']",['原材料和加工'],['1000-5000人']
物联网工程师,1.2-1.6万·14薪,3-4年,佛山·顺德区,本科,"['物联网', '数据采集', '网关', '通信协议', '五险一金', '包吃', '包住宿', '全勤奖', '加班补贴', '交通补贴', '员工旅游', '年终奖金', '专业培训', '绩效奖金']",['机械/设备/重工'],['1000-5000人']
物联网销售,6千-1.2万,1年及以上,深圳,大专,"['五险一金', '员工旅游', '专业培训', '年终奖金', '带薪年假', '五天八小时', '自动化', '楼宇', '能源', '水利']",['计算机软件'],['']
物联网解决方案岗-先进封测(J43421),2.5-5万,10年及以上,成都,本科,"['tsv', '半导体', '解决方案', '3d', '2.5d', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']",['电子技术/半导体/集成电路'],['10000人以上']
物联网硬件工程师,1.5-2.5万·13薪,5年及以上,昆山,本科,"['自动化', 'pcb设计', '硬件开发', '布局布线', '传感器', '五险一金', '过节生日等福', '专业培训', '绩效奖金']",['仪器仪表/工业自动化'],['50-150人']
物联网工程师（IOT）,8千-1.5万·13薪,2年,佛山·南海区,大专,"['项目管理', '测试', 'plc', '售前支持', '现场实施', '通讯协议', '设备调研', '电气', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作']",['计算机软件'],['50-150人']
拔尖计划-能源物联网行业专家,3-5万·16薪,8年及以上,重庆·渝北区,博士,"['能源管理', '五险一金', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
物联网解决方案岗-半导体晶圆/化合物半导体(J42723),2.5-5万,10年及以上,成都,本科,"['解决方案', '半导体晶圆', '化合物半导体', 'cim', 'mes', '五险一金', '公司重点项目', '带薪年假', '通讯补贴', '交通补贴', '弹性工作', '销售奖金', '年终奖金']",['电子技术/半导体/集成电路'],['10000人以上']
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
物联网硬件方案经理,6千-1万,3年及以上,武汉·汉阳区,大专,"['调试', '自动化', 'plc', '环保', '设计方案', 'http', 'tcp', '物联网', '电子信息工程', '网络设备', '绩效奖金', '年终奖金', '专业培训', '员工旅游', '五险一金', '项目奖金', '周末双休']",['计算机软件'],['50-150人']
物联网开发工程师,1-1.3万,3年及以上,苏州·苏州工业园区,本科,"['LORA', 'CAT.1', 'MQTT', '五险一金', '补充医疗保险', '员工旅游', '交通补贴', '年终奖金', '绩效奖金']",['计算机软件'],['50-150人']
物联网工程师,8千-1.2万,5-7年,无锡·锡山区,本科,"['c++', 'java', '自动化', '通信工程', '蓝牙', '嵌入式', '五险一金', '节日福利', '团康活动']",['机械/设备/重工'],['150-500人']
土木方案工程师（物联网）,1.1-1.5万·14薪,2年,上海·虹口区,硕士,"['自动化监测', '土木工程', '结构', '五险一金', '交通补贴', '通讯补贴', '绩效奖金', '专业培训', '年终奖金', '定期体检']",['仪器仪表/工业自动化'],['150-500人']
初级嵌入式软件工程师（物联网/智能家居）,8千-1.2万,1年,深圳·龙华区,本科,"['wi_fi', 'lora', 'nb', '蓝牙', '4g', '物联网', '周末双休', '定期体检', '五险一金', '提供食宿']",['电子技术/半导体/集成电路'],['150-500人']
电子硬件工程师（物联网控制）,1-1.5万,3-4年,宁波,本科,"['硬件', '硬件开发', '电子工程师', 'pcb', '嵌入式', '餐饮补贴', '年终奖金', '专业培训', '五险', '定期体检', '高温补贴', '生日福利', '包吃包住']",['电子技术/半导体/集成电路'],['1000-5000人']
高级嵌入式软件工程（通信及物联网）,2-4万,3年及以上,惠州·大亚湾区,本科,"['linux', '通信工程', '嵌入式软件', '智能家居', '智能电表', '能量管理系统', 'EMS', '物联网', 'ESP32', 'RTOS', '五险一金', '绩效奖金', '定期体检', '弹性工作', '包住宿', '带薪年假', '免费班车', '节日福利']",['电子技术/半导体/集成电路'],['1000-5000人']
物联网产品经理,2-4万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联', '工业物联网', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
物联网产品经理,1-1.8万,3年及以上,深圳·宝安区,本科,"['传感器', '市场调研', '产品开发', '产品规划', '物联网', '开发管理', '五险一金', '绩效奖金', '年终奖金']",['仪器仪表/工业自动化'],['150-500人']
嵌入式软件开发工程师（安防/物联网/NB）,1.8-3万,3-4年,深圳·龙华区,大专,"['物联网', '嵌入式', 'nb', '无线通信模块', '通信', 'c++', 'wi_fi', '周末双休', '定期体检', '五险一金', '提供食宿']",['电子技术/半导体/集成电路'],['150-500人']
物联网工程师,10-20万/年,3-4年,襄阳,本科,"['c++', '多线程', 'linux', '绩效奖金', '定期体检', '节日福利', '生日礼金', '五险二金', '免费一日三餐', '高温补助', '职称津贴']",['制药/生物工程'],['500-1000人']
物联网应用工程师,12-20万/年,2年及以上,深圳·南山区,本科,"['css', 'html', 'javascript', 'erp', 'git', '编程', '客户沟通', 'mes', 'http', '英语口语']",['计算机软件'],['50-150人']
物联网开发,1.5-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
物联网教师,4-8千,无需经验,青岛,硕士,"['五险一金', '免费班车', '专业培训', '餐饮补贴', '绩效奖金', '带薪年假']",['教育/培训/院校'],['1000-5000人']
物联网应用技术专业教师,6-8千,1年,上海·宝山区,硕士,"['五险一金', '周末双休', '节日福利', '定期体检']",['教育/培训/院校'],['5000-10000人']
嵌入式软硬件工程师（物联网）,1.5-3万,5-7年,广州·天河区,本科,"['五险一金', '绩效奖金', '专业培训', '包餐']",['制药/生物工程'],['少于50人']
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
售前技术支持工程师/IOT 物联网方向,8千-1.3万,3年及以上,广州·黄埔区,大专,"['市场解决方案', '物联网系统', '技术支持', '五险一金', '员工旅游', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '带薪年假', '包工作餐']",['电子技术/半导体/集成电路'],['150-500人']
物联网工程专任教师,6千-1.2万,3-4年,成都,硕士,"['物联网通信', '物联网工程', '五险一金', '年终奖金', '专业培训', '免费班车']",['教育/培训/院校'],['1000-5000人']
物联网开发工程师,8千-1.5万,2年及以上,东莞·凤岗镇,本科,"['java', '数据库', 'c++', '软件开发', 'json', '安全', '操作系统', '物联网', 'nodejs', '数据结构算法', '五险一金', '年终奖金', '专业培训', '员工旅游', '生日福利', '年终奖金', '股票期权']",['仪器仪表/工业自动化'],['50-150人']
工业物联网工程师,20-25万/年,3年及以上,南通·崇川区,本科,"['项目管理', '咨询', '大数据', '理工科', '云计算', '物联网', '业务培训', '人工智能', '产品宣传', '行业解决方案', '五险一金', '员工旅游', '餐饮补贴', '年终奖金', '定期体检', '周末双休']",['原材料和加工'],['少于50人']
商务公关经理,7千-1.2万,无需经验,南京·建邺区,大专,"['公关', '营销', '商务', '洽谈', '谈判', '公共关系学', '公关交际', '商务活动接待', '巩固客户关系', '公共关系管理', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']",['广告'],['50-150人']
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
物联网产品技术支持工程师,7-8千,2年及以上,广州·增城区,本科,"['计算机', '编程', '通信', '网络', '安全', '编程语言', '产品演示', '网络协议', '技术解决方案', '销售技术支持', '包住', '社保五险']",['建筑/建材/工程'],['少于50人']
物联网蓝牙软件工程师,1.2-2万,2年及以上,深圳·龙华区,大专,"['蓝牙ble', 'mesh', '智能家居', '物联网', '蓝牙', '嵌入式', '单片机', '周末双休', '带薪年假', '五险一金', '包住宿', '绩效奖金', '全勤奖', '节日福利', '交通补贴', '餐饮补贴', '住房补贴']",['通信/电信/网络设备'],['150-500人']
物联网工程师（Thingworx）,2-4万,5-7年,上海·徐汇区,本科,"['五险一金', '定期体检', '专业培训']",['机械/设备/重工'],['500-1000人']
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']",['教育/培训/院校'],['1000-5000人']
产品总监（智能家居/智慧养老/物联网）,2.5-4万,5-7年,深圳·龙华区,本科,"['周末双休', '定期体检', '五险一金', '提供食宿']",['电子技术/半导体/集成电路'],['150-500人']
物联网软件开发工程师,1.4-2万,2年,深圳·龙华区,大专,"['esp8266', 'esp32', 'ble', 'IOT', '物联网', '智能家居', 'mesh', 'wifi', '嵌入式', '周末双休', '带薪年假', '五险一金', '包住宿', '绩效奖金', '全勤奖', '节日福利', '交通补贴', '餐饮补贴', '住房补贴']",['通信/电信/网络设备'],['150-500人']
物联网运维工程师,9千-1.2万,3-4年,广州·荔湾区,本科,"['java', '物联网', '嵌入式', '平台运维', '安装部署', '绩效奖金', '专业培训', '加班补贴', '节日福利', '员工旅游', '五险一金', '工作午餐', '双休']",['机械/设备/重工'],['50-150人']
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']",['教育/培训/院校'],['1000-5000人']
物联网产品经理岗位,1-1.5万,3年及以上,深圳·南山区,本科,"['数据分析', '测试', '项目管理', '开发', '市场调研', '产品开发', '产品设计', '产品规划', '产品', '用户界面', '五险一金', '专业培训', '周末双休', '带薪年假', '节日福利', '五险一金', '年终奖金', '定期体检', '出国机会', '员工旅游', '餐饮补贴', '股票期权', '周末双休', '专业培训']",['计算机服务(系统、数据服务、维修)'],['50-150人']
销售工程师（物联网模块）,8千-1.2万,无需经验,深圳·龙华区,本科,"['五险一金', '年终奖金', '绩效奖金', '带薪年假', '专业培训', '餐饮补贴', '节日福利', '周末双休', '加班补贴', '提供住宿', '销售', '办公软件', '电子', 'erp', '谈判', '通信', '客户开发', '市场分析', '客户关系维护', '市场开拓']",['计算机硬件'],['150-500人']
销售经理（物联网方向）,1-1.5万,3-5年,无锡·新吴区,大专,"['销售', '人工智能', '智能家居', '蓝牙模组', 'nb模组', '云计算', '智能硬件', '物联网', '大数据', '智能制造', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '定期体检', '绩效奖金', '通讯补贴', '年终奖金', '专业培训', '补充公积金']",['电子技术/半导体/集成电路'],['50-150人']
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
物联网部门负责人,1-2万,8-9年,广州·增城区,本科,"['负责人', '主管', '识别', '五险一金', '餐饮补贴', '通讯补贴', '定期体检']",['农/林/牧/渔'],['50-150人']
电力物联网项目经理/总监,1.2-2万·13薪,5-8年,佛山·顺德区,本科,"['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训', '交通补贴']",['计算机软件'],['少于50人']
物联网平台产品总监,2.5-5万,5年及以上,广州·番禺区,本科,"['saas', '产品规划', '需求分析', '管理产品团队', '分析产品数据', '专业培训', '员工旅游', '定期体检', '年终奖金', '五险一金']",['电子技术/半导体/集成电路'],['500-1000人']
物联网架构师,2-3万·14薪,5年及以上,苏州·苏州工业园区,本科,"['工业物联网', '工业物联', '系统设计', '五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '餐饮补贴', '定期体检']",['通信/电信/网络设备'],['10000人以上']
Java开发工程师（IoT物联网平台开发）,1-1.5万,3年及以上,苏州·苏州工业园区,本科,"['mqtt', 'java', '物联网平台', '业务中台', 'nb_iot', 'coap', '协议对接', '设备对接', 'Wi-Fi', 'AIoT']",['计算机软件'],['50-150人']
工业物联网研究所所长,3.5-4万,5-7年,广州·白云区,本科,"['教授', '高级工程师', '工业物联网', '绩效奖金', '餐饮补贴', '节日福利', '周末双休', '提供饭堂']",['教育/培训/院校'],['500-1000人']
Java开发工程师（物联网方向）,8千-1.2万,3-4年,成都·高新区,本科,"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '定期体检']",['通信/电信/网络设备'],['少于50人']
IOT物联网平台开发系统工程师,1-1.8万·13薪,5年及以上,昆山,本科,"['计算机', 'java', 'mysql', '数据库', 'springboot', 'css', 'html', '需求分析', 'redis', 'js', '五险一金', '周末双休', '年终奖金', '免费班车', '员工旅游', '专业培训', '定期体检', '带薪年假', '节日福利', '工作餐']",['机械/设备/重工'],['150-500人']
物联网产品技术支持工程师,7-8千,2年及以上,广州·增城区,本科,"['计算机', '编程', '通信', '网络', '安全', '编程语言', '产品演示', '网络协议', '技术解决方案', '销售技术支持', '包住', '社保五险']",['建筑/建材/工程'],['少于50人']
JAVA 物联网开发工程师,1-2万,2年,杭州·萧山区,本科,"['java', '物联网', '五险一金', '带薪年假', '绩效奖金', '节日福利', '加班补贴', '交通补贴', '大小休']",['计算机软件'],['50-150人']
物联网开发工程师,9千-1.2万,2年及以上,广州·荔湾区,本科,"['物联网', '分布式架构', '双休', '五险', '包工作餐', '节日福利']",['机械/设备/重工'],['50-150人']
工业物联网研究所所长,3.5-4万,5-7年,广州·白云区,本科,"['教授', '高级工程师', '工业物联网', '绩效奖金', '餐饮补贴', '节日福利', '周末双休', '提供饭堂']",['教育/培训/院校'],['500-1000人']
物联网软件开发工程师,1.4-2万,2年,深圳·龙华区,大专,"['esp8266', 'esp32', 'ble', 'IOT', '物联网', '智能家居', 'mesh', 'wifi', '嵌入式', '周末双休', '带薪年假', '五险一金', '包住宿', '绩效奖金', '全勤奖', '节日福利', '交通补贴', '餐饮补贴', '住房补贴']",['通信/电信/网络设备'],['150-500人']
商务公关经理,7千-1.2万,无需经验,南京·建邺区,大专,"['公关', '营销', '商务', '洽谈', '谈判', '公共关系学', '公关交际', '商务活动接待', '巩固客户关系', '公共关系管理', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']",['广告'],['50-150人']
销售经理（物联网方向）,1-1.5万,3-5年,无锡·新吴区,大专,"['销售', '人工智能', '智能家居', '蓝牙模组', 'nb模组', '云计算', '智能硬件', '物联网', '大数据', '智能制造', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '定期体检', '绩效奖金', '通讯补贴', '年终奖金', '专业培训', '补充公积金']",['电子技术/半导体/集成电路'],['50-150人']
初级嵌入式软件工程师（物联网/智能家居）,8千-1.2万,1年,深圳·龙华区,本科,"['wi_fi', 'lora', 'nb', '蓝牙', '4g', '物联网', '周末双休', '定期体检', '五险一金', '提供食宿']",['电子技术/半导体/集成电路'],['150-500人']
物联网教师,4-8千,无需经验,青岛,硕士,"['五险一金', '免费班车', '专业培训', '餐饮补贴', '绩效奖金', '带薪年假']",['教育/培训/院校'],['1000-5000人']
物联网java开发工程师,1.7-2.2万,5年及以上,广州·番禺区,本科,"['搭建服务器', 'k8s容器技术', '五险一金', '专业培训']",['新能源'],['150-500人']
电力物联网项目经理/总监,1.2-2万·13薪,5-8年,佛山·顺德区,本科,"['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训', '交通补贴']",['计算机软件'],['少于50人']
销售工程师（物联网模块）,8千-1.2万,无需经验,深圳·龙华区,本科,"['五险一金', '年终奖金', '绩效奖金', '带薪年假', '专业培训', '餐饮补贴', '节日福利', '周末双休', '加班补贴', '提供住宿', '销售', '办公软件', '电子', 'erp', '谈判', '通信', '客户开发', '市场分析', '客户关系维护', '市场开拓']",['计算机硬件'],['150-500人']
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']",['教育/培训/院校'],['1000-5000人']
传感器/物联网研发主管,1.5-2.2万·14薪,5-7年,长沙·岳麓区,本科,"['物联网', '项目实施管理', '技术发展规划', '技术开发管理', '下位机软件', 'C语言', 'C++', 'Java', '嵌入式', '年终奖金', '五险', '节日福利', '带薪年假', '五险一金', '绩效奖金', '餐饮补贴', '定期体检', '股票期权', '分红']",['贸易/进出口'],['50-150人']
物联网操作系统开发工程师,8千-1.5万·14薪,3年及以上,昆明,本科,"['计算机', 'c++', '编程', '网络', '编码', '安全', '汇编语言', 'stm32', 'wifi', 'mqtt', '五险一金', '周末双休', '年终奖金', '专业培训', '带薪年假', '包三餐']",['计算机软件'],['150-500人']
物联网通信工程师,1.5-2万,3年及以上,广州·黄埔区,本科,"['计算机', 'java', 'mysql', '数据库', '电子', 'springboot', 'redis', 'vue', '开发', 'c++', '五险一金']",['计算机软件'],['150-500人']
物联网专业教师,7千-1.3万,无需经验,青岛,硕士,"['教学', '培训', '计算机', '教研', 'linux', '通信', '软件工程', '课程设计', '教学方法', '课程辅导', '五险一金', '免费班车', '餐饮补贴', '定期体检']",['教育/培训/院校'],['1000-5000人']
销售经理（物联网方向）,6千-1.2万·18薪,1-3年,重庆·大渡口区,大专,"['交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '五险两金', '周末双休', '高温假']",['通信/电信/网络设备'],['50-150人']
湘西州物联网产品经理,15-25万/年,8年,湘西,大专,"['市政', '市场调研', '通信', '项目实施', '互联网', 'it', '竞品分析', '物联网', '产品管理', '产品方案', '五险一金', '绩效奖金', '年终奖金', '股票期权', '专业培训', '员工旅游', '定期体检', '成长环境']",['通信/电信/网络设备'],['150-500人']
售前方案,8千-1.5万·16薪,无需经验,哈尔滨,本科,"['解决方案', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']",['通信/电信/网络设备'],['1000-5000人']
物联网产品经理,1.5-2.5万,3-4年,深圳·南山区,本科,"['需求分析', '物联网', '技术方案', '物联网iot', '五险一金', '员工旅游', '专业培训', '绩效奖金', '股票期权', '周末双休']",['计算机服务(系统、数据服务、维修)'],['50-150人']
嵌入式软件工程师（物联网）,1.7-3.3万,3-4年,深圳·龙岗区,大专,"['餐饮补贴', '专业培训']",['电子技术/半导体/集成电路'],['500-1000人']
物联网系统开发工程师,8千-1.5万,2年,苏州,大专,"['c#', 'sql数据库', '五险一金', '绩效奖金', '餐饮补贴', '免费食宿']",['电子技术/半导体/集成电路'],['1000-5000人']
物联网架构师 IoT Architect,1.5-1.7万·14薪,3年及以上,常熟,本科,"['物联网', '年终奖金', '补充医疗保险', '交通补贴', '五险一金', '餐饮补贴', '节日福利', '通讯补贴', '带薪年假', '住房补贴', '年度体检']",['汽车'],['500-1000人']
物联网运维实施工程师,6-8千·13薪,1年,南昌·青山湖区,大专,"['linux', 'mysql数据库', '网络', '物联网', '通讯补贴', '出差补贴', '年终奖', '五险', '餐费补贴']",['通信/电信/网络设备'],['150-500人']
嵌入式软件工程师（物联网）,1.7-3.3万,3-4年,深圳,大专,"['嵌入式开发', '蓝牙', 'c++', 'mcu', '社保', '员工旅游', '餐饮补贴']",['电子技术/半导体/集成电路'],['500-1000人']
