Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label
商务副总,1.3-1.8万,5-7年,广州·海珠区,大专,"['公安', '司法', '交警', '商务管理', '市场营销', '团队管理', '维护客户关系', '商务', '验收回款', '验收资料', '五险一金', '绩效奖金', '交通补贴', '通讯补贴', '员工旅游', '股票期权', '年终奖金', '专业培训']"
安装工,6-8千,1年,南京·建邺区,,"['装配', '组装', '维修', '维护', '贴画']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,桂林,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
B2B外贸业务员,8千-1.2万,2年及以上,深圳·南山区,大专,"['销售', '推广', '国际贸易', '商务英语', '英语四级', '签订合同', '外贸销售', '听说读写', '图片处理', '询盘', '外贸', '外贸销售', '外贸助理', '外贸业务', '国际贸易']"
知识产权工程师,8千-1.2万,1年及以上,成都·龙泉驿区,硕士,"['知识产权', '专利法', '商标', '商标法', '知识产权行业', '立项研究', '五险一金', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
社区开发经理,5千-1万,2年,南京·建邺区,大专,"['五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,天津,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
客诉工程师,6-9千,1-3年,深圳·宝安区,大专,"['数据分析', 'excel', '解决方案', '处理客户投诉', '原因分析', '客诉工程师', '分析客户投诉', '记录客户投诉', '维修产品', '五险一金', '员工旅游', '年终奖金', '五险一金', '员工旅游', '年终奖金']"
工艺工程师,6千-1万,2年,眉山,本科,"['无机非金属', '工艺流程', '应用化学', '材料', '五险一金', '交通补贴', '绩效奖金', '周末双休', '免费工作餐', '免费宿舍']"
社区开发经理,5千-1万,2年,南京·建邺区,大专,"['五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,贵州省,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
工艺工程师,6千-1万,2年,眉山,本科,"['无机非金属', '工艺流程', '应用化学', '材料', '五险一金', '交通补贴', '绩效奖金', '周末双休', '免费工作餐', '免费宿舍']"
B2B外贸业务员,8千-1.2万,2年及以上,深圳·南山区,大专,"['销售', '推广', '国际贸易', '商务英语', '英语四级', '签订合同', '外贸销售', '听说读写', '图片处理', '询盘', '外贸', '外贸销售', '外贸助理', '外贸业务', '国际贸易']"
产品开发-硬件产品经理,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,福建省,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
IE 工程师,7千-1.1万,5年及以上,成都·龙泉驿区,本科,"['办公软件', 'cad', '机械', '物流', '电气', '方案设计', 'layout', '生产工艺', '生产流程', 'ie', '五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
客诉工程师,6-9千,1-3年,深圳·宝安区,大专,"['数据分析', 'excel', '解决方案', '处理客户投诉', '原因分析', '客诉工程师', '分析客户投诉', '记录客户投诉', '维修产品', '五险一金', '员工旅游', '年终奖金', '五险一金', '员工旅游', '年终奖金']"
项目经理,6千-1万,3-4年,珠海,本科,"['project', 'ppt', '物联网', '方案讲解', '互联网', '项目经理', '项目主管', '市场经理', '项目', '五险一金', '定期体检', '带薪年假', '周末双休', '专业培训', '员工旅游']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,四川省,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
硬件工程师,1.5-2.5万·13薪,2年及以上,深圳·南山区,大专,"['电子', '焊接', 'bom', '原理图', 'pcba', 'esd', '电源', '生产工艺', '电子产品', '五险一金', '员工旅游', '通讯补贴', '绩效奖金', '年终奖金', '双休']"
产品经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['需求分析', '项目管理', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
品质工程师,6.5-9千,无需经验,广州·增城区,大专,"['办公软件', 'excel', 'word', '质量管理', '数据统计', '理工科', '作业指导书', 'msa', 'powerpoint', '品质管控', '五险一金', '专业培训', '包工作餐', '加班餐']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,桂林,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
外贸运营,8千-1.2万,1年,深圳·南山区,大专,"['运营', '外贸', '阿里国际站', '数据分析', '英语4级', '平台优化曝光', '贸易', '直通车', '餐饮补贴', '年终奖金', '五险一金', '节日福利', '带薪年假', '员工旅游']"
法务经理,1.3-2万,5年及以上,广州·海珠区,本科,"['法律', '法务', '律师执业证', '五险一金', '专业培训', '交通补贴', '年终奖金', '绩效奖金', '通讯补贴', '员工旅游']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,太原,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
客服主管(空运),1-2万,3年及以上,上海·虹口区,大专,"['客服', '空运', '空运出口', '出口客服', '客服主管', '客服经理', '货运代理', '物流经理', '五险一金', '绩效奖金', '年终奖金', '年假', '周末双休', '节日生日福利']"
住家家政,7-8千,3年及以上,上海·杨浦区,,"['提供住宿', '洗碗', '酒店', '打扫卫生', '做饭', '家政服务', '住家阿姨', '洗衣']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,太原,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
软件研发(数据开发方向),8千-1.5万·15薪,2年及以上,深圳,本科,"['数据分析', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
品质工程师,6.5-9千,无需经验,广州·增城区,大专,"['办公软件', 'excel', 'word', '质量管理', '数据统计', '理工科', '作业指导书', 'msa', 'powerpoint', '品质管控', '五险一金', '专业培训', '包工作餐', '加班餐']"
销售-医疗信息化/医疗物联网/无线/智慧病房,1-1.5万,2年,柳州,大专,"['销售', '医疗信息化', '智慧病房', '医疗物联网']"
软件研发(Android系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['计算机', 'android', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
法务经理,1.3-2万,5年及以上,广州·海珠区,本科,"['法律', '法务', '律师执业证', '五险一金', '专业培训', '交通补贴', '年终奖金', '绩效奖金', '通讯补贴', '员工旅游']"
行政人事专员,4-6千,无需经验,眉山,本科,"['五险一金', '通讯补贴', '交通补贴', '免费提供食宿', '免费停车', '工会福利']"
嵌入式工程师,7千-1万·13薪,2年及以上,东莞·松山湖区,本科,"['软件开发', '编程', 'pcb', '产品开发', 'spi', '物联网', '单片机', 'C语言', 'ARM-cortex-M', '员工旅游', '通讯补贴', '年终奖金', '五险一金', '弹性工作', '周末双休', '带薪年假', '交通补贴', '专业培训', '5天工作制']"
高级嵌入式开发工程师,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['嵌入式', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
总经理,2.5-5万,10年及以上,广州·海珠区,本科,"['高新技术行业', '信息化集成', '公检法项目', '智慧园区', '智慧景区', '智慧城市', '智慧校园', '弱电智能化', '五险一金', '专业培训', '交通补贴', '年终奖金', '绩效奖金', '通讯补贴', '员工旅游']"
供应商管理专员,7千-1万,无需经验,上海·长宁区,本科,"['供应商管理', '报表制作', '医疗服务', '供应商考核', '质量问题分析', '供应商改善', '审核检查', '供应链运营', 'ce办公软件', '数据处理', '五险一金', '年终奖金']"
电火花操作工,6-8千,3年及以上,成都·龙泉驿区,大专,"['EDM操作', '牧野', '沙迪克机床', '五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
产品开发—数据产品方向,8千-1.5万·16薪,3年及以上,深圳,本科,"['产品规划', '数据产品', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
嵌入式硬件开发工程师,6千-1万,1年,成都·高新区,大专,"['嵌入式', '硬件开发', 'pcb', '电子工程师', '五险一金', '交通补贴', '年终奖金', '餐饮补贴', '补充医疗保险', '绩效奖金']"
销售经理（电力/电网行业）,5千-1万·13薪,5年及以上,上海·浦东新区,,"['销售经理', '电力行业销售', '五险一金', '专业培训', '年终奖金']"
高级机械工程师,1-1.5万,5年及以上,眉山,本科,"['五险一金', '年终奖金', '餐饮补贴', '通讯补贴', '交通补贴']"
售前方案(售前工程师),8千-1.5万·16薪,无需经验,重庆·渝北区,本科,"['5g专网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
物流总监,1.5-2.5万,3-4年,上海·虹口区,本科,"['五险一金', '年终奖金']"
软件研发(数据开发方向),8千-1.5万·15薪,2年及以上,深圳,本科,"['数据分析', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
销售经理（电力/电网行业）,5千-1万·13薪,5年及以上,上海·浦东新区,,"['销售经理', '电力行业销售', '五险一金', '专业培训', '年终奖金']"
销售经理,9千-1.5万·13薪,2年及以上,广州·黄埔区,大专,"['渠道销售', '物联网', '服装行业', 'rfid', '销售', 'erp', '开拓市场', '计算机', '市场开拓', '寻找客源', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
电火花操作工,6-8千,3年及以上,成都·龙泉驿区,大专,"['EDM操作', '牧野', '沙迪克机床', '五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
软件研发(Android系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['计算机', 'android', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
生管专员,5.5-7千,1年及以上,深圳·宝安区,中技/中专,"['五险一金', '免费班车', '员工旅游', '交通补贴', '专业培训', '年终奖金', '定期体检', '节日福利', '生日福利']"
销售经理（杭州）,9千-1.5万·13薪,2年及以上,杭州·拱墅区,大专,"['销售', '营销', '市场开拓', 'rfid', '开拓市场', '软件销售', '五险一金', '提成奖金', '通讯补贴', '周末双休', '员工旅游', '股票期权', '定期体检', '年终奖金', '绩效奖金']"
嵌入式工程师,7千-1万·13薪,2年及以上,东莞·松山湖区,本科,"['软件开发', '编程', 'pcb', '产品开发', 'spi', '物联网', '单片机', 'C语言', 'ARM-cortex-M', '员工旅游', '通讯补贴', '年终奖金', '五险一金', '弹性工作', '周末双休', '带薪年假', '交通补贴', '专业培训', '5天工作制']"
硬件研发(嵌入式软件开发),8千-1.5万·16薪,3年及以上,成都,本科,"['计算机', '电子', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
社区开发经理,6-8千,1年,南京·建邺区,大专,"['社区', '市场', '拓展', '五险一金', '周末双休', '带薪年假', '全勤奖', '住房补贴']"
工业设备测试/调试主管,1.5-2.5万,3-4年,广州·增城区,大专,"['测试', '调试', '验收', '验证', '评估', '系统集成', '设备标定', '使用手册', '测试报告', '现场实施', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']"
董事会秘书,1.5-3万,8-9年,广州·海珠区,本科,"['董事会', '秘书', '医疗', 'IPO', '投融资', '法律', '证券', '上市公司', '财务', '五险一金', '绩效奖金', '交通补贴', '通讯补贴', '员工旅游', '股票期权', '年终奖金', '专业培训']"
平台架构师,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['平台架构师', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
物业开发员,5千-1万,1-3年,南京·建邺区,大专,"['物业开发', '谈判', '理赔', '五险一金', '周末双休', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金']"
急招销售专员,5千-1万,2年,武汉·东湖新技术产业开发区,大专,"['五险一金', '弹性工作', '节日福利', '销售']"
董事长秘书,1-1.5万,3-4年,广州·海珠区,本科,"['文秘', '企业管理', '督办', '商务礼仪', '五险一金', '交通补贴', '通讯补贴', '员工旅游', '年终奖金']"
售前方案-交通物流方向,8千-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['售前', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
测试交付工程师（售后交付）,8.5千-1.2万,1年,广州·增城区,大专,"['印刷', '机电一体化', '安装调试', '自动化', '测试设备', '现场安装调试', '技术指导培训', '整机测试', '功能测试', '售后交付', '五险一金', '定期体检', '绩效奖金', '年终奖金', '大小周工作制', '包工作餐']"
Java开发工程师,1-2万,5年及以上,上海·宝山区,大专,"['java', '软件', '开发', '技术', '前端', '计算机', 'Web', 'Spring', '技术支持', '框架', '五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '项目岗位金', '项目绩效金', '创新项目金']"
视觉算法应用工程师,1.2-2万,2年,南京·江宁区,本科,"['图像处理', 'opencv', '模式识别', '目标检测', '测试结果', '图像分割', '图像算法', 'torch', '图像分类', '多目标跟踪', '五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金']"
物流解决方案经理,5千-1万,2年及以上,蚌埠,大专,"['五险一金', '专业培训', '绩效奖金', '定期体检', '周末双休', '节日福利', '绩效奖金', '弹性工作', '招投标', '解决方案', '第三方物流', '物流方案', '销售工具']"
销售专员,1.1-1.5万,1年及以上,广州,中技/中专,"['提成奖金', '专业培训', '年终奖金']"
售前方案,1-1.5万·16薪,3-4年,泉州,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
集成实施经理,8千-1万·13薪,3年及以上,广州·黄埔区,大专,"['计算机', '项目管理', 'erp', '服装行业', '需求调研', '项目实施', '系统集成', '零售', 'pmp', 'RFID', '五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权', '定期体检', '周末双休']"
大区销售经理,9千-1.5万,2年及以上,,本科,"['医院信息化', '醫院大型設備', '五险一金', '员工旅游', '专业培训', '绩效奖金', '年终奖金']"
行政,4-6千,1年及以上,深圳,本科,[]
软件研发(安卓Framework/系统工程师),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
产品经理（产品方向）,1.5-2.5万,5-7年,广州·增城区,本科,"['团队管理', '理工科', '产品开发', '产品规划', '调查分析', '成本控制', '竞争对手', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐和加班餐']"
嵌入式开发工程师（飞控）双休+提成+十三薪,1.3-2.5万,1年,深圳,大专,"['无人机', '嵌入式', '软件开发', 'PID', 'STM32', '四元数', '卡尔曼滤波', 'Linux', '软件', '五险一金', '绩效奖金', '专业培训', '弹性工作', '员工旅游']"
生产主管,8千-1.5万,3年及以上,武汉·东湖新技术产业开发区,大专,"['电气', '电力', '在线监测', '五险一金', '专业培训', '年终奖金']"
平台架构师,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['平台架构师', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
软件测试工程师,7.5千-1万,3-4年,广州·增城区,本科,"['javascript', 'c/s', 'sql', '测试流程', '系统测试', '集成测试', '接口测试', '黑盒测试', '测试方案', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']"
电话外呼专员,5-6千,无需经验,广州·南沙区,,"['提成奖金', '外呼']"
电商运营,5千-1万,2年,武汉·东湖新技术产业开发区,大专,"['电子商务', '运营', '淘宝运营', '天猫运营', '店铺运营', '市场营销', '活动策划', '国际贸易', '市场分析']"
拔尖计划-海外产品架构师,3-5万·16薪,5年及以上,重庆·渝北区,硕士,"['计算机', '项目管理', '英语', '五险一金', '年终奖金']"
测试交付工程师（售后交付）,8.5千-1.2万,1年,广州·增城区,大专,"['印刷', '机电一体化', '安装调试', '自动化', '测试设备', '现场安装调试', '技术指导培训', '整机测试', '功能测试', '售后交付', '五险一金', '定期体检', '绩效奖金', '年终奖金', '大小周工作制', '包工作餐']"
工业互联网销售经理,1.2-2万·13薪,5年及以上,广州·天河区,本科,"['五险一金', '年终奖金', '定期体检', '加班补贴']"
数字化产品经理,1.5-2.5万,3年及以上,上海·虹口区,本科,"['五险一金', '年终奖金', '周末双休', '节日福利']"
拔尖计划-车联网智能车联业务管理（MNO）平台架构研发,1.5-3万·16薪,5-7年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
PLC电气工程师,1-2万,3年及以上,广州·增城区,大专,"['PLC', '电气设计', '机械', '机电', '电气', '调试', '电气图纸', '电气原理', '西门子', '汇川', '五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']"
硬件产品开发/硬件产品经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['硬件产品', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
嵌入式软件工程师（智慧教育/酒店）,1.5-2.5万·13薪,3年及以上,深圳,本科,"['linux', '传感器', '软件开发', 'wifi', 'freertos', 'ucos', '嵌入式开发', 'blemesh', '软件功能设计', '可行性分析', '五险一金', '年终奖金', '定期体检', '带薪年假', '生日礼金']"
产品助理/技术助理,6-8千,1年,广州·增城区,大专,"['产品需求文档', '产品需求沟通', '原型图', '产品管理', '五险一金', '定期体检', '年终奖金', '专业培训', '包工作餐', '加班餐']"
物流经理（北京）,1-1.5万,5-7年,北京·海淀区,本科,"['五险一金', '年终奖金', '国际物流', '货运代理', '海运出口', '客服销售', '国际贸易']"
行业解决方案经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['产品支撑', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
大数据机器学习算法工程师,1-1.6万,3年及以上,上海·杨浦区,,"['数据分析', 'sql', 'kafka', 'hadoop', 'hive', '数据仓库', 'spark', '性能调优', '算法', 'hbase', '五险一金', '餐饮补贴']"
物流解决方案经理,5千-1万,2年及以上,蚌埠,大专,"['五险一金', '专业培训', '绩效奖金', '定期体检', '周末双休', '节日福利', '绩效奖金', '弹性工作', '招投标', '解决方案', '第三方物流', '物流方案', '销售工具']"
物流经理,1.5-2.5万,5-7年,上海·虹口区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利', '货代行业', '物流方案', '物流运输', '谈判价格', '代理沟通', '英语听说读写']"
软件研发(Java、大数据、CV大模型方向),8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['通信', '大数据开发', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
工业互联网销售总监,2-3万·13薪,5年及以上,广州·天河区,本科,"['新能源', '装备制造', '渠道建设管理', 'ka', '五险一金', '年终奖金', '定期体检', '加班补贴']"
销售专员,1.1-1.5万,1年及以上,广州,中技/中专,"['提成奖金', '专业培训', '年终奖金']"
销售经理（智能制造）,8千-1.2万,3年及以上,成都·龙泉驿区,本科,"['五险一金', '周末双休', '员工食堂', '免费宿舍', '有通勤班车', '免费停车']"
产品开发岗（工业系统方向）,8千-1.5万·16薪,2年及以上,成都,本科,"['市场分析', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
生产主管,8千-1.5万,3年及以上,武汉·东湖新技术产业开发区,大专,"['电气', '电力', '在线监测', '五险一金', '专业培训', '年终奖金']"
产品销售专员,1.1-1.5万,1年及以上,广州·南沙区,中技/中专,"['项目招商', '年终奖金', '餐饮补贴', '专业培训']"
传感器销售经理,8千-1.2万,2年及以上,成都·龙泉驿区,本科,"['销售', '关系维护', '商务接待', '汽车行业销售', '大客户开发', '业务开展', '绩效奖金', '五险一金', '周末双休']"
售前经理,8千-1.5万·16薪,2年及以上,南京·江北新区,本科,"['解决方案', '技术交流', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
专利工程师,1-1.8万,2年,广州·增城区,大专,"['机械制造', '专利检索分析', '技术交底书', '知识产权', '专利撰写', '专利流程', '专利审查指南', '专利调查', '专利文献检索', '专利申请', '五险一金', '专业培训', '大小周工作制', '包工作餐', '加班餐']"
建筑消防系统施工员（水/电）,8千-1.5万,5-7年,广州·番禺区,,"['水电施工员', '消防专业', '五险一金', '餐饮补贴']"
业务（IPC）,1-2万,3年及以上,深圳·南山区,大专,"['五险一金', '周末双休', '专业培训', '员工旅游', '出国机会', '定期体检', '年终奖金', '节日福利', '生日福利', '工业电脑', 'IPC产业']"
硬件产品开发/硬件产品经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['硬件产品', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
物流经理,1.5-2.5万,5-7年,上海·虹口区,本科,"['五险一金', '年终奖金', '生日福利', '节日福利', '货代行业', '物流方案', '物流运输', '谈判价格', '代理沟通', '英语听说读写']"
工业互联网销售总监,2-3万·13薪,5年及以上,广州·天河区,本科,"['新能源', '装备制造', '渠道建设管理', 'ka', '五险一金', '年终奖金', '定期体检', '加班补贴']"
销售代表、销售跟单,8千-1.2万,1年及以上,深圳·南山区,大专,"['五险一金', '员工旅游', '定期体检', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '物联网', '销售', '跟单', '助理', '客户', '大客户销售', '区域销售', '销售代表']"
售前方案,8千-1.5万·16薪,2年及以上,重庆·渝北区,本科,"['售前', '技术方案', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
强电施工员,8千-1.2万,1-3年,上海·杨浦区,中技/中专,"['五险一金', '餐饮补贴']"
传感器销售经理,8千-1.2万,2年及以上,成都·龙泉驿区,本科,"['销售', '关系维护', '商务接待', '汽车行业销售', '大客户开发', '业务开展', '绩效奖金', '五险一金', '周末双休']"
设备销售工程师（底薪8-16K）,8千-1.5万,5-7年,广州·增城区,大专,"['销售', '计算机', '管理', '机械', '市场营销', '自动化', '市场调研', '销售计划', '产品开发', '开发新客户', '五险一金', '绩效奖金', '年终奖金', '大小周工作制', '中餐加班餐']"
售前方案,8千-1.5万·16薪,2年及以上,昆明,本科,"['售前', '技术方案', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
运维工程师/ DevOps Engineer,2-2.5万·13薪,3年及以上,上海·长宁区,本科,"['cloud', 'Jenkins', 'IaC', 'Shell', 'Docker', 'AWS', '阿里云', '自动化', '周末双休', '弹性工作', '带薪年假', '五险一金', '餐饮补贴', '节日福利', '补充医疗保险']"
传感器销售工程师,8千-1.2万,1-3年,眉山,本科,"['五险一金', '员工食堂', '免费宿舍', '有通勤班车', '免费停车', '销售', '推广', '营销', '市场分析', '市场开发', '关系维护', '客户投诉', '商务接待', '大客户开发']"
物流经理（北京）,1-1.5万,5-7年,北京·海淀区,本科,"['五险一金', '年终奖金', '国际物流', '货运代理', '海运出口', '客服销售', '国际贸易']"
拔尖计划-技术架构专家/行业应用技术专家,3-5万·16薪,10年及以上,重庆·渝北区,硕士,"['计算机', '通信', '方案设计', '软件', '架构设计', '技术指导', 'saas', '分布式', '技术研发', '技术创新', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
装配电工组长,8千-1万,2年,广州·增城区,中技/中专,"['电路图纸', '机电一体化', '电工上岗证', '安装', '设备电路装配', '调试', '电控柜', '电箱', '五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']"
建筑消防系统施工员（水/电）,8千-1.5万,5-7年,广州·番禺区,,"['水电施工员', '消防专业', '五险一金', '餐饮补贴']"
区域经理,8千-1.2万,1年及以上,上海·青浦区,大专,"['五险一金', '提成奖金', '餐饮补贴', '专业培训', '员工旅游', '年终奖金']"
技术运维,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
装配电工,6-8千,2年,广州·增城区,中技/中专,"['五险一金', '定期体检', '员工旅游', '专业培训', '大小周工作制', '包工作餐']"
大客户销售（金融）,1-2万,3年及以上,上海·虹口区,本科,"['销售', '金融', '物流', '货代', '资源开发', '金融产品推广', '开发企业客户', '五险一金', '年终奖金', '周末双休', '节日福利']"
急招普工/电子（包住+五险）,4-6千,1年,武汉·东湖新技术产业开发区,高中,"['包装', '配件', '焊接', '线路板焊接', '五险一金', '节日福利', '绩效奖金']"
技术运维,1-1.5万·16薪,3-4年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
区域销售（教装）,6-9千,2年及以上,南京·江宁区,大专,"['五险一金', '定期体检', '交通补贴', '绩效奖金', '年终奖金', '销售', '幼教', '市场开发', '客情维护', '开车', '产品销售', '物联网', '宣讲', '教育装备', '渠道商资源']"
产品开发专员,4-6千,1年及以上,广州·白云区,大专,"['产品开发', '供应链开发', '亚马逊家居类', '3C数码电子', '物联网', '新品采购', '五险一金', '专业培训', '绩效奖金', '年终奖金', '广州社保', '传统节日福利', '不定时下午茶', '不定时团建', '发展晋升']"
UI设计师,6千-1万,2年,广州·增城区,大专,"['ui设计', 'ui设计师', '设计师', 'ui', '五险一金', '专业培训', '包工作餐', '大小周']"
产品开发 （产品经理）,8千-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['计算机', '物联网', '五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
嵌入式软件工程师（智慧教育/酒店）,1.5-2.5万·13薪,3年及以上,深圳,本科,"['linux', '传感器', '软件开发', 'wifi', 'freertos', 'ucos', '嵌入式开发', 'blemesh', '软件功能设计', '可行性分析', '五险一金', '年终奖金', '定期体检', '带薪年假', '生日礼金']"
业务（IPC）,1-2万,3年及以上,深圳·南山区,大专,"['五险一金', '周末双休', '专业培训', '员工旅游', '出国机会', '定期体检', '年终奖金', '节日福利', '生日福利', '工业电脑', 'IPC产业']"
安全员,7-9千,3-4年,上海·杨浦区,大专,"['安全员c证', '五险一金', '餐饮补贴']"
行业解决方案经理,1-1.5万·16薪,3年及以上,重庆·渝北区,本科,"['产品支撑', '五险两金', '免费住宿', '免费工作餐', '带薪年休假', '带薪婚假', '生日礼物', '节日礼品', '健康体检', '疾病关爱', '培训学习']"
海运客服,8千-1.2万,3-4年,上海·虹口区,大专,"['客服', '客服专员', '物流客服', '操作', '五险一金', '定期体检', '年终奖金', '绩效奖金']"
采购专员,7-9千,1年,广州·增城区,大专,"['供应链', '采购', '机械零部件', '五险一金', '定期体检', '大小周工作制', '包工作餐']"
售前工程师（智慧园区）,1-2万·13薪,2年,深圳·南山区,大专,"['计算机', '需求分析', '自动化', '软件开发', '电子技术', '系统集成', '软件设计', 'app', '自控BA系统', '物联网', '五险一金', '餐饮补贴', '绩效奖金', '年终奖金', '专业培训', '员工旅游', '补充医疗保险']"
产品开发-行业产品经理,8千-1.5万·16薪,2年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
生产组长,7-9千,1年及以上,深圳·宝安区,中技/中专,"['生产组长', '生产拉长', '组长', '拉长', '五险一金', '员工旅游', '年终奖金']"
